precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,b,b1,b2,b3,c,d,e,f,"PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ȘTEFĂNUȚĂ NICOLAE-BOGDĂNEL-voturi","ALIANȚA ELECTORALĂ PSD PNL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PÎRVĂNESCU PAULA-MARINELA-voturi","PARTIDUL PATRIOȚILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","ALIANȚA AUR-voturi","PARTIDUL DIASPORA UNITĂ-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ȘOȘOACĂ DUMITRU-SILVESTRU-voturi","GHEORGHE VLAD-DAN-voturi","ROMÂNIA SOCIALISTĂ-voturi","PARTIDUL ROMÂNIA MARE-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.12",67,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:05:02",903,903,0,464,383,0,81,1000,536,452,12,37,110,37,112,27,21,1,2,2,59,10,1,5,19,2,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",149,"MUNICIPIUL TIMIŞOARA",155243,4,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:41:42",1005,1005,0,412,398,0,14,1100,688,401,11,25,95,12,125,20,21,3,3,8,56,10,1,3,13,1,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",148,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 10:07:52",1119,1119,0,427,407,0,20,1200,773,420,7,22,103,16,103,29,9,4,1,5,90,4,10,8,10,2,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",147,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:03:51",1235,1235,0,533,487,0,46,1300,767,520,13,37,137,25,130,34,19,3,1,2,73,15,4,3,21,4,12
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.13",146,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 15:36:45",1109,1109,0,452,424,0,28,1200,748,440,12,24,98,23,120,19,18,3,1,0,85,17,3,6,17,3,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",142,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:53:25",1221,1221,0,484,467,0,17,1300,816,473,11,28,108,18,127,29,38,3,3,10,69,14,5,2,13,3,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",141,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:49:39",1215,1215,0,600,582,0,18,1300,700,569,31,42,164,26,138,27,19,3,3,3,90,16,4,1,29,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",140,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:09:37",1007,1007,0,419,395,0,24,1100,681,407,12,35,99,21,100,13,14,3,5,5,70,9,5,1,22,1,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15",139,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:48:45",1313,1313,0,569,537,0,32,1400,831,551,18,34,143,29,164,30,17,4,10,2,65,17,1,4,22,2,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",99,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:08",1404,1404,0,550,528,0,22,1500,950,527,23,46,135,21,139,23,22,4,5,2,92,10,5,1,15,3,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.15 (ŞCOALA PRIMARĂ NR.15)",100,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:28:53",1440,1440,0,589,569,0,20,1500,911,577,12,32,138,32,177,24,19,4,7,1,91,13,3,0,27,2,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",161,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:30:23",909,908,1,599,485,0,114,1000,401,528,71,62,148,41,144,8,14,6,2,3,63,5,9,4,14,1,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",159,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:37:26",1324,1324,0,906,574,0,332,1600,694,835,71,74,175,41,242,28,35,22,6,1,145,12,13,8,25,3,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.16 ” TAKE IONESCU ”",160,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:36",993,993,0,815,464,0,351,1200,385,764,51,70,144,63,232,23,22,4,10,1,139,18,9,5,13,7,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.16 ”TAKE IONESCU”",162,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:41:11",977,977,0,571,427,0,144,1000,429,566,5,64,148,44,154,15,15,3,6,5,73,7,7,2,20,0,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",37,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:05:40",1375,1375,0,629,585,0,44,1400,771,603,24,74,137,48,160,23,27,1,4,2,80,10,6,3,21,1,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",38,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:35:23",1415,1415,0,643,615,0,28,1500,857,626,17,60,187,29,162,27,26,4,0,1,76,13,11,2,21,2,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.18",39,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:05:49",1155,1155,0,479,451,0,28,1200,721,460,19,43,124,27,122,15,23,6,4,2,42,12,5,3,25,3,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",42,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:01:10",961,961,0,464,436,0,28,1000,536,457,7,65,141,25,100,14,21,2,2,3,51,7,3,2,18,0,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",44,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:50:34",1168,1168,0,601,552,0,49,1200,599,590,11,71,166,39,142,24,23,3,4,4,64,12,1,0,32,4,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",43,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:20:03",1051,1051,0,452,413,0,39,1100,648,452,0,57,124,20,98,14,19,6,17,3,71,0,6,0,9,2,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU”",45,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:32:17",1268,1268,0,558,511,0,47,1300,742,549,9,60,164,34,160,23,10,0,3,1,69,7,1,0,13,0,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",59,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:49:48",1602,1602,0,736,720,0,16,1700,964,726,10,65,248,25,168,29,28,5,4,5,91,13,5,5,31,0,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",60,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:34:07",1496,1496,0,582,544,0,38,1600,1026,553,21,36,131,22,148,41,13,3,4,3,92,20,6,9,15,2,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” (ŞCOALA PRIMARĂ NR.19)",58,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:38:06",1747,1747,0,751,716,0,35,1800,1049,740,11,96,198,28,181,28,21,2,8,4,104,21,11,4,22,4,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",28,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:21:59",1436,1436,0,613,586,0,27,1500,887,604,9,77,174,23,138,16,18,4,3,5,87,12,7,3,29,1,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.19 ”AVRAM IANCU” TIMIȘOARA",27,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:33:53",1308,1308,0,656,618,0,38,1400,744,636,20,51,178,27,164,26,18,3,6,4,109,10,9,4,17,2,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",202,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:08:05",1461,1461,0,677,664,0,13,1500,823,658,19,56,178,23,169,21,27,3,4,1,104,24,10,1,25,5,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.1( ŞCOALA GIMNAZIALĂ NR. 4 )",201,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:47",1600,1600,0,668,645,0,23,1700,1032,642,26,33,146,17,199,31,20,6,5,4,108,21,12,1,23,5,11
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",205,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:17:32",1257,1257,0,382,307,0,75,1300,918,360,22,20,71,21,127,3,8,8,1,1,77,8,5,5,1,0,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.1 TIMIȘOARA",206,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:27:03",962,962,0,355,332,0,23,1000,645,346,9,24,89,19,81,9,22,1,5,2,67,11,2,3,5,0,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",104,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:48:32",1294,1294,0,565,534,0,31,1300,735,546,19,48,128,31,155,21,20,9,4,5,61,18,7,8,21,3,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",217,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:00:34",1437,1437,0,568,552,0,16,1500,932,542,26,14,72,29,193,42,19,2,2,3,118,11,5,7,21,2,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",105,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:00:25",1205,1205,0,498,480,0,18,1300,802,482,16,37,133,21,138,15,15,6,1,0,74,12,7,3,14,3,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2",103,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:32:06",1385,1385,0,553,525,0,28,1400,847,528,25,40,114,21,138,23,36,4,8,4,83,18,7,1,23,2,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",166,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:40:23",1247,1247,0,541,491,0,50,1300,759,532,9,52,139,25,148,17,11,4,1,3,83,10,4,3,24,3,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",168,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 08:58:09",1386,1386,0,641,604,0,37,1407,766,603,38,45,136,40,179,22,19,8,4,4,100,11,11,3,15,3,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",169,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:42:02",1052,1052,0,456,408,0,48,1100,644,445,11,33,105,34,112,23,13,2,5,2,68,15,5,2,22,0,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.21 ” VICENŢIU BABEŞ ”",167,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:18:10",1429,1429,0,658,600,0,58,1500,842,646,12,54,177,35,175,34,18,1,2,9,87,16,5,4,21,5,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",36,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:33:18",1179,1179,0,573,544,0,29,1200,627,557,16,57,163,31,134,23,9,4,3,3,77,19,11,1,16,4,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",31,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:44:03",709,709,0,377,307,0,70,1200,823,365,12,44,95,41,89,15,8,0,2,1,41,3,3,1,19,0,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",30,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:05:34",1238,1238,0,570,514,0,56,1300,730,548,22,71,138,24,118,27,25,7,2,1,82,18,9,0,23,2,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",32,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:52:35",843,843,0,361,332,0,29,900,539,354,7,42,97,17,69,18,11,2,2,1,56,7,6,2,18,1,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",34,"MUNICIPIUL TIMIŞOARA",155243,3,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 14:52:53",995,995,0,461,424,0,37,1099,639,438,22,50,107,20,115,8,26,3,4,1,53,13,4,4,22,0,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",29,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:01",1154,1154,0,525,475,0,50,1200,675,514,11,74,133,22,114,19,14,5,2,3,65,21,8,3,18,2,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",35,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 11:09:26",1124,1124,0,512,483,0,29,1200,688,504,8,36,147,36,129,20,22,4,1,1,53,18,8,2,22,1,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24",33,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 10:29:58",1207,1207,0,522,477,0,45,1300,778,508,14,57,137,30,136,22,14,4,1,4,59,17,2,4,13,1,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",26,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:02:44",1212,1212,0,585,536,0,49,1300,715,577,8,47,150,29,167,5,22,7,1,5,78,17,9,5,25,8,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.24 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR.27)",25,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:26:25",1246,1246,0,581,531,0,50,1300,719,564,17,39,145,52,135,14,21,6,0,7,84,18,11,1,21,4,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",133,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 14:59:43",1443,1443,0,638,598,0,40,1500,862,629,9,64,182,25,160,27,20,0,4,0,83,15,9,2,27,3,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",137,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:36:32",1507,1506,1,688,640,1,47,1600,912,684,4,74,186,39,173,24,31,5,4,5,85,17,6,7,24,3,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",136,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:51:56",1554,1554,0,739,715,0,24,1600,861,718,21,73,190,23,202,27,13,5,3,5,114,17,9,3,30,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",134,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 13:43:33",1444,1444,0,731,644,0,87,1509,778,709,22,73,179,56,183,29,26,6,2,1,82,12,8,6,34,5,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.25",135,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:07:30",1790,1790,0,895,866,0,29,1800,905,871,24,95,249,67,227,14,19,1,5,2,97,16,17,6,40,3,13
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",86,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:11:24",1537,1537,0,642,615,0,27,1600,958,629,13,49,166,19,195,32,24,6,3,1,65,12,7,7,32,4,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",88,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:09:28",1528,1528,0,616,569,0,47,1600,984,599,17,37,168,26,168,32,12,4,2,2,76,17,9,3,38,2,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",87,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:51:08",1530,1530,0,656,618,0,38,1600,944,642,14,45,162,34,168,36,32,1,4,2,92,15,6,3,36,1,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 27",85,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:16:50",1560,1560,0,636,616,0,20,1600,964,620,16,48,141,29,195,26,23,8,3,4,81,15,10,1,20,6,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",83,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 11:02:52",1184,1184,0,509,495,0,14,1200,691,501,8,44,130,15,137,14,22,3,3,8,87,9,8,3,16,2,0
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.27 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 3)",84,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-11 16:49:16",1151,1151,0,464,437,0,27,1200,736,458,6,42,112,16,113,25,14,3,6,13,69,7,1,4,24,3,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",102,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:50:50",1123,1123,0,523,489,0,34,1200,677,508,15,80,135,29,129,11,14,3,3,1,54,16,8,1,16,4,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.2 (GRĂDINIŢA CU PROGRAM PRELUNGIT NR. 29)",101,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 00:59:42",1288,1288,0,521,489,0,32,1300,779,502,19,43,129,29,145,16,22,6,8,3,52,13,6,2,18,0,10
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.3",209,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:56:39",1398,1398,0,573,552,0,21,1500,927,554,19,30,70,11,225,41,19,4,4,2,86,17,11,4,24,5,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",115,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 19:39:21",1747,1747,0,850,801,0,49,1800,950,837,13,117,216,46,228,26,25,6,1,5,90,18,10,3,32,3,11
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",119,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:58:50",1208,1208,0,607,564,0,43,1300,693,586,21,51,152,24,176,21,16,3,3,6,76,18,10,2,23,1,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",116,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:45:37",1220,1220,0,694,617,0,77,1300,606,674,20,61,158,43,201,24,11,6,0,7,103,17,3,3,30,3,4
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",118,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 05:58:19",1657,1657,0,803,767,0,36,1700,897,787,16,80,175,45,264,16,34,7,2,3,97,15,10,2,30,0,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.30",117,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:27:33",1363,1363,0,767,644,0,123,1400,633,748,19,93,136,81,219,15,22,6,3,4,101,15,8,6,33,2,4
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",157,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 06:30:57",1475,1475,0,718,675,0,43,1900,1182,699,19,57,144,38,251,32,26,5,3,2,81,13,8,2,31,3,3
37,TIMIŞ,"ȘCOALA GIMNAZIALĂ NR.30 TIMIȘOARA",158,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 17:58:48",1411,1411,0,705,633,0,72,1500,795,688,17,58,163,45,202,29,23,4,4,2,89,20,4,4,36,2,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.4",214,"MUNICIPIUL LUGOJ",155350,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 02:55:49",945,945,0,438,419,0,19,1000,562,415,23,21,75,12,162,27,16,3,4,1,55,10,7,9,11,0,2
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",91,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 20:46:26",1167,1167,0,517,492,0,25,1200,683,509,8,31,133,17,143,23,28,5,4,4,76,16,5,1,18,0,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",92,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 07:34:02",1384,1384,0,514,496,0,18,1400,886,495,19,28,122,22,125,19,21,6,1,2,90,12,6,5,23,5,8
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",89,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:03:22",1013,1013,0,405,373,0,32,1100,695,399,6,28,76,18,130,17,11,2,4,3,58,6,3,7,29,4,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR. 6",90,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:44:22",1175,1175,0,538,513,0,25,1200,662,526,12,40,149,21,131,25,15,2,2,4,86,10,12,6,15,2,6
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",199,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:11:14",1596,1596,0,644,617,0,27,1700,1056,620,24,53,167,26,161,22,29,4,4,4,93,10,10,6,29,1,1
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.6 (GRADINIŢA CU PROGRAM PRELUNGIT NR. 30)",198,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:19:06",1545,1545,0,571,550,0,21,1600,1029,556,15,41,147,28,137,27,22,3,10,1,89,14,5,8,19,2,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",171,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 03:26:58",1346,1346,0,578,514,0,64,1400,822,570,8,50,145,35,144,24,8,6,4,2,87,23,5,2,25,3,7
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",170,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:14:19",1574,1574,0,767,700,0,67,1600,833,750,17,90,193,49,169,34,14,10,4,1,89,19,4,7,60,2,5
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",172,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 09:23:27",1324,1324,0,607,585,0,22,1400,793,585,22,49,151,32,186,21,21,1,4,2,69,13,2,3,27,1,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",174,"MUNICIPIUL TIMIŞOARA",155243,2,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 18:54:33",1015,1015,0,462,441,0,21,1100,638,455,7,40,119,14,126,20,13,3,2,3,61,10,7,4,28,2,3
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ NR.7 ”SFÂNTA MARIA ”",175,"MUNICIPIUL TIMIŞOARA",155243,1,PROV,PRCNCT,EUP,EUP_SV,"2024-06-10 04:43:39",1095,1095,0,473,445,0,28,6000,5527,466,7,40,101,22,135,23,12,5,2,3,75,18,5,2,14,2,7
